numOp;estado;MONEDA;TC_FECHA_OP;NRO_CUOTAS;FRECUENCIA_PAGO;MONTO_DES_ORI;DIAS_MORA;ESTADO;FECHA_PROCESO;NroMesCicloOp;SALDO_ORI
224;1;MN;6.86;0;0;4822.16;1910;CASTIGADO;2017-01-31;1;0

